Repo_Name,GitHub URL,Total number of UML files,No. of .uml,No. of .xmi,No. of .svg,No. of .png,No. of .jpeg,No. of .bmp,No. of .jpg,No. of .gif
sparkyman/frameworks_base-TH/,http://github.com/sparkyman/frameworks_base-TH/,2,0,0,0,0,0,0,0,2
SparkYuan/SparkYuan.github.io/,http://github.com/SparkYuan/SparkYuan.github.io/,6,0,0,0,6,0,0,0,0
spartacus-technologies/helsinkipaatokset/,http://github.com/spartacus-technologies/helsinkipaatokset/,1,0,0,0,0,0,0,1,0
spasynkov/BattleShip/,http://github.com/spasynkov/BattleShip/,1,0,0,0,1,0,0,0,0
spatils/mt/,http://github.com/spatils/mt/,1,0,0,0,0,0,0,0,1
spavlenko/database-project/,http://github.com/spavlenko/database-project/,1,1,0,0,0,0,0,0,0
Spawek/autonomiczny_samochod/,http://github.com/Spawek/autonomiczny_samochod/,1,0,0,0,1,0,0,0,0
spawn66336/mono-unity-4.1/,http://github.com/spawn66336/mono-unity-4.1/,1,1,0,0,0,0,0,0,0
spbond/libneuralnet/,http://github.com/spbond/libneuralnet/,1,0,1,0,0,0,0,0,0
spboom/Baricade/,http://github.com/spboom/Baricade/,14,14,0,0,0,0,0,0,0
spcs/synaps/,http://github.com/spcs/synaps/,1,1,0,0,0,0,0,0,0
SPDLDaemon/spdldaemon.github.io/,http://github.com/SPDLDaemon/spdldaemon.github.io/,3,0,0,0,0,0,0,2,1
SpearOne/HotDial/,http://github.com/SpearOne/HotDial/,1,1,0,0,0,0,0,0,0
Spearson1992/University-Work/,http://github.com/Spearson1992/University-Work/,12,12,0,0,0,0,0,0,0
spearzero/PhoneGapApp/,http://github.com/spearzero/PhoneGapApp/,4,0,0,0,4,0,0,0,0
SpecDecBot/SpecDecBot/,http://github.com/SpecDecBot/SpecDecBot/,2,0,0,1,0,0,0,1,0
Speci26/SchiLift/,http://github.com/Speci26/SchiLift/,1,0,0,1,0,0,0,0,0
spectrenoir06/Infinit_Quest_Client/,http://github.com/spectrenoir06/Infinit_Quest_Client/,1,0,0,0,1,0,0,0,0
spectrenoir06/ProjectS2_Ring/,http://github.com/spectrenoir06/ProjectS2_Ring/,2,0,0,0,2,0,0,0,0
speechlanguage/SpeechLanguageAppComplete/,http://github.com/speechlanguage/SpeechLanguageAppComplete/,2,0,0,0,2,0,0,0,0
speedyleion/Marble/,http://github.com/speedyleion/Marble/,2,1,1,0,0,0,0,0,0
speier/slides/,http://github.com/speier/slides/,2,0,0,0,2,0,0,0,0
speky/szakdolgozat/,http://github.com/speky/szakdolgozat/,6,6,0,0,0,0,0,0,0
speredenn/matlab-tools/,http://github.com/speredenn/matlab-tools/,2,0,0,0,0,0,0,0,2
sperly/FlySigGen/,http://github.com/sperly/FlySigGen/,1,1,0,0,0,0,0,0,0
spid-tech-docs/tech-docs-intro-slides/,http://github.com/spid-tech-docs/tech-docs-intro-slides/,1,0,0,0,1,0,0,0,0
spieled/note-script/,http://github.com/spieled/note-script/,6,0,0,0,6,0,0,0,0
SpielmeisterCompany/spellDocs/,http://github.com/SpielmeisterCompany/spellDocs/,1,0,0,0,1,0,0,0,0
spierr/ForosIsis/,http://github.com/spierr/ForosIsis/,1,1,0,0,0,0,0,0,0
spiffykahuna/master_thesis/,http://github.com/spiffykahuna/master_thesis/,4,1,0,0,3,0,0,0,0
spike-rabbit/ADTDictionary/,http://github.com/spike-rabbit/ADTDictionary/,1,1,0,0,0,0,0,0,0
Spikharpax/SARAH-Plugin-mute/,http://github.com/Spikharpax/SARAH-Plugin-mute/,1,0,0,0,0,0,0,1,0
spiking/EDA061---XL/,http://github.com/spiking/EDA061---XL/,4,0,0,0,0,0,0,4,0
spikk/effective-adventure/,http://github.com/spikk/effective-adventure/,1,0,0,0,0,0,0,1,0
SpineEventEngine/core-java/,http://github.com/SpineEventEngine/core-java/,1,1,0,0,0,0,0,0,0
spinephp/dry-host/,http://github.com/spinephp/dry-host/,1,1,0,0,0,0,0,0,0
spininertia/11791/,http://github.com/spininertia/11791/,1,0,0,0,1,0,0,0,0
spinlockirqsave/audio/,http://github.com/spinlockirqsave/audio/,1,0,0,0,1,0,0,0,0
spinlockirqsave/telephony/,http://github.com/spinlockirqsave/telephony/,1,0,0,0,1,0,0,0,0
spiral/guide/,http://github.com/spiral/guide/,1,0,0,0,1,0,0,0,0
spirali/kaira/,http://github.com/spirali/kaira/,1,0,0,0,1,0,0,0,0
spiralout/Tracks/,http://github.com/spiralout/Tracks/,1,0,1,0,0,0,0,0,0
spirraw/IRCBot/,http://github.com/spirraw/IRCBot/,1,0,0,0,1,0,0,0,0
Spl3en/website_macsi/,http://github.com/Spl3en/website_macsi/,2,1,0,0,1,0,0,0,0
Splamy/TS3AudioBot/,http://github.com/Splamy/TS3AudioBot/,1,0,0,1,0,0,0,0,0
splant10/C301/,http://github.com/splant10/C301/,1,0,0,0,1,0,0,0,0
splant10/solo-school/,http://github.com/splant10/solo-school/,1,0,0,0,1,0,0,0,0
Spliffy/spliffy/,http://github.com/Spliffy/spliffy/,1,0,0,0,1,0,0,0,0
Splinter83/models/,http://github.com/Splinter83/models/,1,1,0,0,0,0,0,0,0
splotchviz/splotch/,http://github.com/splotchviz/splotch/,2,0,0,0,0,0,0,2,0
spn1/8-Puzzle-Solver/,http://github.com/spn1/8-Puzzle-Solver/,1,0,0,0,1,0,0,0,0
spockz/Products.Doormat/,http://github.com/spockz/Products.Doormat/,1,1,0,0,0,0,0,0,0
spoiledPiggy/Actually/,http://github.com/spoiledPiggy/Actually/,1,0,0,0,1,0,0,0,0
spoleczni/projekt/,http://github.com/spoleczni/projekt/,1,0,0,0,0,0,0,1,0
spolnik/MSc_TaskManagementSystem_MachineLearning/,http://github.com/spolnik/MSc_TaskManagementSystem_MachineLearning/,5,0,0,0,5,0,0,0,0
Spongie/RTS-Project/,http://github.com/Spongie/RTS-Project/,1,1,0,0,0,0,0,0,0
SpoonLabs/astor/,http://github.com/SpoonLabs/astor/,7,0,0,0,7,0,0,0,0
sportnak/flask-emojiTweet/,http://github.com/sportnak/flask-emojiTweet/,22,0,0,0,0,0,0,0,22
sposs/Documents/,http://github.com/sposs/Documents/,1,0,0,0,1,0,0,0,0
spotify/syslog-redirector-golang/,http://github.com/spotify/syslog-redirector-golang/,1,0,0,0,1,0,0,0,0
SPP1665DataAnalysisCourse/python-neo/,http://github.com/SPP1665DataAnalysisCourse/python-neo/,3,0,0,1,2,0,0,0,0
spreadshirt/spreadshirtapps/,http://github.com/spreadshirt/spreadshirtapps/,1,0,0,0,1,0,0,0,0
sprietNathanael/ProjetSymfony/,http://github.com/sprietNathanael/ProjetSymfony/,2,0,0,0,2,0,0,0,0
Spriggans12/ProjetGL/,http://github.com/Spriggans12/ProjetGL/,1,0,0,0,1,0,0,0,0
sprinfall/study/,http://github.com/sprinfall/study/,3,0,0,0,3,0,0,0,0
spring-projects/spring-batch/,http://github.com/spring-projects/spring-batch/,10,0,0,0,0,0,0,6,4
spring-projects/spring-framework/,http://github.com/spring-projects/spring-framework/,1,0,0,0,0,0,0,0,1
spring-projects/spring-net-amqp/,http://github.com/spring-projects/spring-net-amqp/,1,0,0,0,0,0,0,0,1
spring-projects/spring-net/,http://github.com/spring-projects/spring-net/,2,0,0,0,1,0,0,0,1
Spronghi/map/,http://github.com/Spronghi/map/,2,0,0,0,0,0,2,0,0
sprossiter/JSIT/,http://github.com/sprossiter/JSIT/,1,0,0,0,1,0,0,0,0
sproutcore-guides/sproutcore-guides.github.io/,http://github.com/sproutcore-guides/sproutcore-guides.github.io/,1,0,0,0,0,0,0,1,0
SprowlesRyan/classwork/,http://github.com/SprowlesRyan/classwork/,1,0,0,0,1,0,0,0,0
spsergey/CatsAndMouses/,http://github.com/spsergey/CatsAndMouses/,5,0,0,0,5,0,0,0,0
sptzxbbb/SE-option-Distributed-Computing/,http://github.com/sptzxbbb/SE-option-Distributed-Computing/,1,0,0,0,1,0,0,0,0
spuder/All-Spark-Cube/,http://github.com/spuder/All-Spark-Cube/,2,0,0,0,0,0,0,2,0
spuk-opendata/ontologia-spuk/,http://github.com/spuk-opendata/ontologia-spuk/,1,0,0,0,1,0,0,0,0
spungemonkey/GamesProgramming3/,http://github.com/spungemonkey/GamesProgramming3/,1,0,0,0,1,0,0,0,0
spyked/thetarpit.org/,http://github.com/spyked/thetarpit.org/,1,0,0,0,1,0,0,0,0
spyla/donejs/,http://github.com/spyla/donejs/,1,0,0,0,0,0,0,0,1
spzme/workspace/,http://github.com/spzme/workspace/,4,0,0,0,0,0,0,4,0
sqeezy/graph_theory/,http://github.com/sqeezy/graph_theory/,1,0,0,0,0,0,0,1,0
sqeezy/RettetDieBaeume/,http://github.com/sqeezy/RettetDieBaeume/,3,0,0,1,2,0,0,0,0
sqrg/ide-tp2/,http://github.com/sqrg/ide-tp2/,1,0,0,0,1,0,0,0,0
squall01/VisionWFMEx/,http://github.com/squall01/VisionWFMEx/,1,0,0,0,1,0,0,0,0
SquareBracketAssociates/PharoMooc/,http://github.com/SquareBracketAssociates/PharoMooc/,10,0,0,0,10,0,0,0,0
squaremo/micro-wiki/,http://github.com/squaremo/micro-wiki/,1,0,0,0,0,0,0,1,0
squaremo/rabbitmq-streams/,http://github.com/squaremo/rabbitmq-streams/,3,0,0,0,3,0,0,0,0
squarezw/ryancheung.github.com/,http://github.com/squarezw/ryancheung.github.com/,1,0,0,0,1,0,0,0,0
squery/CustomView/,http://github.com/squery/CustomView/,1,0,0,0,0,0,0,1,0
Squid49134/PS3-main-exception-account-classes/,http://github.com/Squid49134/PS3-main-exception-account-classes/,1,0,0,0,1,0,0,0,0
sqybi/Software-Engineer-Project/,http://github.com/sqybi/Software-Engineer-Project/,10,7,0,0,1,0,0,2,0
SRabbelier/Casam/,http://github.com/SRabbelier/Casam/,4,0,0,0,4,0,0,0,0
sramirezc/AplicacionTTB064/,http://github.com/sramirezc/AplicacionTTB064/,1,0,0,0,0,0,0,0,1
sranshous/Battleship/,http://github.com/sranshous/Battleship/,1,0,0,0,1,0,0,0,0
sravanthidama/ASE-LAB-1/,http://github.com/sravanthidama/ASE-LAB-1/,1,0,0,0,1,0,0,0,0
Srdjan/timok.rbr/,http://github.com/Srdjan/timok.rbr/,3,0,0,0,3,0,0,0,0
sreeks/ArchGame/,http://github.com/sreeks/ArchGame/,3,2,0,0,0,0,0,1,0
sreeram66/ASE-Spring2016/,http://github.com/sreeram66/ASE-Spring2016/,1,0,0,0,1,0,0,0,0
sreinoso/DAW2/,http://github.com/sreinoso/DAW2/,2,0,0,0,2,0,0,0,0
sreinoso/M5Gualda/,http://github.com/sreinoso/M5Gualda/,1,1,0,0,0,0,0,0,0
sreiss/G54-PiecesComposes/,http://github.com/sreiss/G54-PiecesComposes/,1,1,0,0,0,0,0,0,0
srene/ns-3-inrpp/,http://github.com/srene/ns-3-inrpp/,1,0,0,0,1,0,0,0,0
srene/ns-3-mptcp/,http://github.com/srene/ns-3-mptcp/,1,0,0,0,1,0,0,0,0
srgblnch/FastDataLoggerGUI/,http://github.com/srgblnch/FastDataLoggerGUI/,1,0,0,0,1,0,0,0,0
srgblnch/PicoHarp300/,http://github.com/srgblnch/PicoHarp300/,2,0,0,0,2,0,0,0,0
srgblnch/python-pylon/,http://github.com/srgblnch/python-pylon/,3,0,0,0,3,0,0,0,0
srgblnch/skippy/,http://github.com/srgblnch/skippy/,1,0,0,0,1,0,0,0,0
srhee91/PokerGame/,http://github.com/srhee91/PokerGame/,5,0,0,0,4,0,0,1,0
srhee91/Team-Up/,http://github.com/srhee91/Team-Up/,1,0,0,0,1,0,0,0,0
srhtcn/tenant-terror/,http://github.com/srhtcn/tenant-terror/,1,1,0,0,0,0,0,0,0
sri-soham/pg-piwik/,http://github.com/sri-soham/pg-piwik/,1,0,0,0,0,0,0,1,0
srihari999/mobapp/,http://github.com/srihari999/mobapp/,1,0,0,0,0,0,0,0,1
srikanth0917/ResourceScheduler/,http://github.com/srikanth0917/ResourceScheduler/,1,0,0,0,0,0,0,1,0
Srikar-Doddi/PaperPhoto/,http://github.com/Srikar-Doddi/PaperPhoto/,2,1,0,0,0,0,0,1,0
srikolabalaji/gitfolder/,http://github.com/srikolabalaji/gitfolder/,1,0,0,0,0,0,0,0,1
srinivasiyerb/srinivas-relevance/,http://github.com/srinivasiyerb/srinivas-relevance/,12,4,0,0,2,0,0,6,0
sriram-mahavadi/extlp/,http://github.com/sriram-mahavadi/extlp/,3,0,1,0,2,0,0,0,0
srirammca53/marirs/,http://github.com/srirammca53/marirs/,4,0,0,0,4,0,0,0,0
srivello/JustLikeRabbits/,http://github.com/srivello/JustLikeRabbits/,1,0,0,0,1,0,0,0,0
srivello/ProjectTemplate/,http://github.com/srivello/ProjectTemplate/,1,0,0,0,1,0,0,0,0
SriYoga/DreamHouseProject/,http://github.com/SriYoga/DreamHouseProject/,2,0,0,0,1,0,0,1,0
srizzling/honours/,http://github.com/srizzling/honours/,1,0,0,0,1,0,0,0,0
srli/scripts/,http://github.com/srli/scripts/,1,0,0,0,1,0,0,0,0
srlim/WeatherLim/,http://github.com/srlim/WeatherLim/,2,0,0,0,0,0,0,0,2
srmelody/secure-data-service/,http://github.com/srmelody/secure-data-service/,13,2,11,0,0,0,0,0,0
SrMouraSilva/MenuPy-Terminal/,http://github.com/SrMouraSilva/MenuPy-Terminal/,1,0,0,0,1,0,0,0,0
srnjcbsn/BachelorReport/,http://github.com/srnjcbsn/BachelorReport/,8,0,0,0,8,0,0,0,0
srodriguez1850/JSInth/,http://github.com/srodriguez1850/JSInth/,1,0,0,0,1,0,0,0,0
sromano1992/SmartAPI/,http://github.com/sromano1992/SmartAPI/,2,0,0,0,2,0,0,0,0
srpras78/study-prj/,http://github.com/srpras78/study-prj/,16,0,0,0,0,0,0,2,14
srsmith7/jMeter/,http://github.com/srsmith7/jMeter/,2,0,0,0,0,0,0,0,2
sruputway/podam_testing/,http://github.com/sruputway/podam_testing/,1,0,0,0,1,0,0,0,0
srvanderplas/etc/,http://github.com/srvanderplas/etc/,1,1,0,0,0,0,0,0,0
sryoung/cs270/,http://github.com/sryoung/cs270/,1,1,0,0,0,0,0,0,0
ss223ck/OOM_Workshop_2/,http://github.com/ss223ck/OOM_Workshop_2/,1,0,0,0,1,0,0,0,0
ssathya/WikiImages/,http://github.com/ssathya/WikiImages/,1,0,0,0,1,0,0,0,0
ssatish2013/Projects/,http://github.com/ssatish2013/Projects/,1,0,1,0,0,0,0,0,0
SSD2015/Lab1-TeamVaris/,http://github.com/SSD2015/Lab1-TeamVaris/,1,0,0,0,0,0,0,1,0
ssemichev/ticket-service/,http://github.com/ssemichev/ticket-service/,1,0,0,0,1,0,0,0,0
ssenk/shinsoft/,http://github.com/ssenk/shinsoft/,1,0,0,0,1,0,0,0,0
sserrato/PIV_ECommerce/,http://github.com/sserrato/PIV_ECommerce/,1,0,0,0,1,0,0,0,0
ssfg/report/,http://github.com/ssfg/report/,9,0,0,0,9,0,0,0,0
ssgonchar/patterns/,http://github.com/ssgonchar/patterns/,1,1,0,0,0,0,0,0,0
ssharunas/repleisiukas/,http://github.com/ssharunas/repleisiukas/,1,0,0,0,1,0,0,0,0
sshulik/ProductOutlet/,http://github.com/sshulik/ProductOutlet/,1,1,0,0,0,0,0,0,0
sshum/bcit-courses/,http://github.com/sshum/bcit-courses/,1,0,0,0,1,0,0,0,0
sshy3/mmc/,http://github.com/sshy3/mmc/,1,0,0,0,0,0,0,1,0
SSIdesarrollo/InstEdu/,http://github.com/SSIdesarrollo/InstEdu/,3,0,0,0,3,0,0,0,0
SSilence/postur/,http://github.com/SSilence/postur/,1,0,0,0,1,0,0,0,0
ssinan/Xmi2Graphml/,http://github.com/ssinan/Xmi2Graphml/,5,0,5,0,0,0,0,0,0
ssinucodt/apitest/,http://github.com/ssinucodt/apitest/,1,0,0,0,1,0,0,0,0
ssistya/StrukturData-2015/,http://github.com/ssistya/StrukturData-2015/,1,0,0,0,1,0,0,0,0
ssj-gz/emscripten-kdelibs/,http://github.com/ssj-gz/emscripten-kdelibs/,1,0,1,0,0,0,0,0,0
sslab-gatech/juxta/,http://github.com/sslab-gatech/juxta/,1,0,0,0,1,0,0,0,0
sslnustudent/OOAD/,http://github.com/sslnustudent/OOAD/,6,4,0,0,2,0,0,0,0
ssm23-2elite/passU/,http://github.com/ssm23-2elite/passU/,1,0,0,0,0,0,0,1,0
ssMustafov/Chat-Application/,http://github.com/ssMustafov/Chat-Application/,3,0,0,0,3,0,0,0,0
ssMustafov/Java-course/,http://github.com/ssMustafov/Java-course/,9,0,0,0,9,0,0,0,0
ssnowden/Reynolds-Spade/,http://github.com/ssnowden/Reynolds-Spade/,1,0,0,0,0,0,1,0,0
Ssoap/IUT-Orsay-TP351-groupe-1/,http://github.com/Ssoap/IUT-Orsay-TP351-groupe-1/,1,0,0,0,1,0,0,0,0
ssorj/transom/,http://github.com/ssorj/transom/,84,0,0,0,84,0,0,0,0
sspangler/SD4OnlineGame/,http://github.com/sspangler/SD4OnlineGame/,1,0,0,0,1,0,0,0,0
ssuing8825/CoverageValiation/,http://github.com/ssuing8825/CoverageValiation/,19,19,0,0,0,0,0,0,0
ssuing8825/DemoDCProject/,http://github.com/ssuing8825/DemoDCProject/,16,16,0,0,0,0,0,0,0
ssuing8825/Ladder/,http://github.com/ssuing8825/Ladder/,1,1,0,0,0,0,0,0,0
ssuljic/SI2013Tim12/,http://github.com/ssuljic/SI2013Tim12/,1,0,0,0,1,0,0,0,0
ssw-parser/SSW_Parser/,http://github.com/ssw-parser/SSW_Parser/,1,1,0,0,0,0,0,0,0
sswly/JavaCodeGenerator/,http://github.com/sswly/JavaCodeGenerator/,1,0,0,0,1,0,0,0,0
ssyyddnneeyy/SeniorProject-iOS/,http://github.com/ssyyddnneeyy/SeniorProject-iOS/,2,0,0,0,2,0,0,0,0
st-tu-dresden-2015/swt15w10/,http://github.com/st-tu-dresden-2015/swt15w10/,2,1,0,0,0,0,0,1,0
st-tu-dresden-2015/swt15w36/,http://github.com/st-tu-dresden-2015/swt15w36/,11,0,0,0,8,0,0,3,0
st-tu-dresden-2015/swt15w9/,http://github.com/st-tu-dresden-2015/swt15w9/,10,0,0,0,4,0,0,6,0
st234pa/TilePuzzle/,http://github.com/st234pa/TilePuzzle/,1,0,0,0,1,0,0,0,0
st2654/Room-Management-System/,http://github.com/st2654/Room-Management-System/,1,0,0,0,0,0,0,1,0
ST3tter/Cpp_Doku/,http://github.com/ST3tter/Cpp_Doku/,2,0,0,0,2,0,0,0,0
st4l/BEsharp/,http://github.com/st4l/BEsharp/,14,14,0,0,0,0,0,0,0
st4sik/Lab_1/,http://github.com/st4sik/Lab_1/,2,2,0,0,0,0,0,0,0
stahta01/book-kollection/,http://github.com/stahta01/book-kollection/,1,0,1,0,0,0,0,0,0
Staim/Databases/,http://github.com/Staim/Databases/,1,1,0,0,0,0,0,0,0
Stalin25/ProjectAnalisis/,http://github.com/Stalin25/ProjectAnalisis/,1,1,0,0,0,0,0,0,0
stalker314314/mozzes/,http://github.com/stalker314314/mozzes/,3,3,0,0,0,0,0,0,0
staly/ORW-Lab7/,http://github.com/staly/ORW-Lab7/,1,0,0,0,0,0,0,0,1
StaMa-StateMachine/StaMa/,http://github.com/StaMa-StateMachine/StaMa/,1,0,0,0,1,0,0,0,0
Stances/NFG.TimeTracker/,http://github.com/Stances/NFG.TimeTracker/,1,1,0,0,0,0,0,0,0
stanchev/Telerik-Academy/,http://github.com/stanchev/Telerik-Academy/,1,0,0,0,1,0,0,0,0
standino/easymda/,http://github.com/standino/easymda/,3,0,3,0,0,0,0,0,0
standpoint/recently/,http://github.com/standpoint/recently/,1,1,0,0,0,0,0,0,0
Standrew33/Drawing/,http://github.com/Standrew33/Drawing/,1,1,0,0,0,0,0,0,0
staniek/kexi/,http://github.com/staniek/kexi/,1,0,1,0,0,0,0,0,0
stanislav-web/phalcon-sms-factory/,http://github.com/stanislav-web/phalcon-sms-factory/,1,1,0,0,0,0,0,0,0
stanislav-web/Searcher/,http://github.com/stanislav-web/Searcher/,1,1,0,0,0,0,0,0,0
stanislavHamara/AndroidCoursework/,http://github.com/stanislavHamara/AndroidCoursework/,1,0,0,0,1,0,0,0,0
stanislavorlov/SocialVideoSharing/,http://github.com/stanislavorlov/SocialVideoSharing/,1,0,0,0,1,0,0,0,0
Stanley/tram2000/,http://github.com/Stanley/tram2000/,1,0,0,0,1,0,0,0,0
stanleyrya/CS326-Team-Rocket/,http://github.com/stanleyrya/CS326-Team-Rocket/,1,0,0,0,1,0,0,0,0
stapelberg/vsy-bullshit/,http://github.com/stapelberg/vsy-bullshit/,1,0,0,0,1,0,0,0,0
Stapelspeicher/szoftlab4/,http://github.com/Stapelspeicher/szoftlab4/,2,0,0,0,2,0,0,0,0
star-bnl/star-hbt/,http://github.com/star-bnl/star-hbt/,2,0,0,0,0,0,0,2,0
Star2Billing/a2billing/,http://github.com/Star2Billing/a2billing/,1,0,0,0,1,0,0,0,0
Starcounter/Warehouse/,http://github.com/Starcounter/Warehouse/,1,0,0,0,1,0,0,0,0
stardocs/stardocs.github.io/,http://github.com/stardocs/stardocs.github.io/,1,0,0,0,1,0,0,0,0
Stardust1002/Project_Calendar/,http://github.com/Stardust1002/Project_Calendar/,1,0,0,0,1,0,0,0,0
Starfight/Projet_info_2A/,http://github.com/Starfight/Projet_info_2A/,2,0,0,0,0,0,0,2,0
starksm64/DevNation2014/,http://github.com/starksm64/DevNation2014/,3,3,0,0,0,0,0,0,0
Starlink/starjava/,http://github.com/Starlink/starjava/,5,0,0,0,0,0,0,0,5
starrify/CW2013/,http://github.com/starrify/CW2013/,2,0,0,1,1,0,0,0,0
starsharp06sharp/HitPlane/,http://github.com/starsharp06sharp/HitPlane/,1,0,0,0,0,0,0,1,0
Starsider/EiFTest/,http://github.com/Starsider/EiFTest/,4,0,2,0,2,0,0,0,0
start-x/relatorio/,http://github.com/start-x/relatorio/,2,0,0,0,2,0,0,0,0
start-x/startx-src/,http://github.com/start-x/startx-src/,1,0,0,0,1,0,0,0,0
startkladde/startkladde/,http://github.com/startkladde/startkladde/,3,0,3,0,0,0,0,0,0
StarUMLZone/StarUML_modules/,http://github.com/StarUMLZone/StarUML_modules/,1,1,0,0,0,0,0,0,0
StarUMLZone/StarUML/,http://github.com/StarUMLZone/StarUML/,6,4,0,0,0,0,0,2,0
StarUMLZone/StarUMLElementSelector/,http://github.com/StarUMLZone/StarUMLElementSelector/,1,1,0,0,0,0,0,0,0
starviewer-medical/starviewer/,http://github.com/starviewer-medical/starviewer/,5,0,5,0,0,0,0,0,0
Stas-Shafir/CardGame/,http://github.com/Stas-Shafir/CardGame/,2,0,0,0,2,0,0,0,0
Stas777/TP_Bank/,http://github.com/Stas777/TP_Bank/,1,0,0,0,1,0,0,0,0
stateforge/StateBuilder/,http://github.com/stateforge/StateBuilder/,8,0,0,0,8,0,0,0,0
stateforge/StateBuilderDotNet/,http://github.com/stateforge/StateBuilderDotNet/,4,0,0,0,4,0,0,0,0
statismo/statismo/,http://github.com/statismo/statismo/,4,0,1,1,2,0,0,0,0
staurosloumos/LandRegistry-MixanikhLogismikou/,http://github.com/staurosloumos/LandRegistry-MixanikhLogismikou/,4,0,0,0,0,0,0,4,0
stauti/junk-food-analyzer/,http://github.com/stauti/junk-food-analyzer/,2,0,0,0,0,0,0,2,0
stavrossk/Asterisk_Call_Monitor/,http://github.com/stavrossk/Asterisk_Call_Monitor/,1,0,0,0,1,0,0,0,0
stayboogy/ics_android/,http://github.com/stayboogy/ics_android/,1,0,0,0,1,0,0,0,0
stayrascal/tdd-arena/,http://github.com/stayrascal/tdd-arena/,2,1,0,0,1,0,0,0,0
Stazer/Crawler/,http://github.com/Stazer/Crawler/,3,0,0,0,3,0,0,0,0
stcarrez/ada-util/,http://github.com/stcarrez/ada-util/,1,0,1,0,0,0,0,0,0
stcarrez/dynamo/,http://github.com/stcarrez/dynamo/,5,0,5,0,0,0,0,0,0
stdnt/zestawVI/,http://github.com/stdnt/zestawVI/,1,0,0,0,0,0,0,1,0
stdnt/ZestawVII/,http://github.com/stdnt/ZestawVII/,1,0,0,0,0,0,0,1,0
Stealth80/NickHollis/,http://github.com/Stealth80/NickHollis/,1,0,0,0,1,0,0,0,0
stealthlab/slinqy/,http://github.com/stealthlab/slinqy/,1,1,0,0,0,0,0,0,0
stecydube/plantumleditor/,http://github.com/stecydube/plantumleditor/,1,0,0,0,1,0,0,0,0
steedos/odoo8/,http://github.com/steedos/odoo8/,1,0,0,0,1,0,0,0,0
stef-ang/pointschool/,http://github.com/stef-ang/pointschool/,4,3,0,0,1,0,0,0,0
stefan-ka/stefan-ka.github.io/,http://github.com/stefan-ka/stefan-ka.github.io/,1,0,0,0,1,0,0,0,0
stefan-o-guenther/jubws/,http://github.com/stefan-o-guenther/jubws/,2,0,0,1,1,0,0,0,0
Stefan-Pamparau/Serpent/,http://github.com/Stefan-Pamparau/Serpent/,8,0,0,0,0,0,0,8,0
stefan-wolfsheimer/CSVPlusPlus/,http://github.com/stefan-wolfsheimer/CSVPlusPlus/,1,0,0,0,1,0,0,0,0
stefan1niculae/gods-acre/,http://github.com/stefan1niculae/gods-acre/,1,0,0,0,1,0,0,0,0
stefanbund/SDLC-GITHUB/,http://github.com/stefanbund/SDLC-GITHUB/,1,0,0,0,1,0,0,0,0
stefandmn/AREasy/,http://github.com/stefandmn/AREasy/,1,0,0,0,1,0,0,0,0
stefanek/DevDefined.OAuth-master/,http://github.com/stefanek/DevDefined.OAuth-master/,1,0,0,0,1,0,0,0,0
stefang91/Lab2/,http://github.com/stefang91/Lab2/,1,0,0,0,0,0,0,1,0
stefangross/CrimeHeadlineSystem/,http://github.com/stefangross/CrimeHeadlineSystem/,1,1,0,0,0,0,0,0,0
stefanil/JFXControls/,http://github.com/stefanil/JFXControls/,1,1,0,0,0,0,0,0,0
stefankeil/receptoo/,http://github.com/stefankeil/receptoo/,1,0,0,0,1,0,0,0,0
StefanKert/WEA5/,http://github.com/StefanKert/WEA5/,2,0,0,0,2,0,0,0,0
StefanKl/fpga-log/,http://github.com/StefanKl/fpga-log/,2,0,0,1,1,0,0,0,0
stefanKnott/OOADProject/,http://github.com/stefanKnott/OOADProject/,3,0,0,0,3,0,0,0,0
stefanmuenchow/Smart-Collections/,http://github.com/stefanmuenchow/Smart-Collections/,1,0,0,0,1,0,0,0,0
stefanobettinelli/ASCIIRogueGame/,http://github.com/stefanobettinelli/ASCIIRogueGame/,1,0,0,0,1,0,0,0,0
stefanobettinelli/DLA-simulations/,http://github.com/stefanobettinelli/DLA-simulations/,1,0,0,0,1,0,0,0,0
stefanoborini/modelviewcontroller-src/,http://github.com/stefanoborini/modelviewcontroller-src/,3,0,0,0,3,0,0,0,0
stefanocereda/sheepland/,http://github.com/stefanocereda/sheepland/,19,0,0,0,19,0,0,0,0
StefanosNt/Soft-Eng-Project/,http://github.com/StefanosNt/Soft-Eng-Project/,1,0,0,0,0,0,0,1,0
stefanpatatu/2nd-semester-project/,http://github.com/stefanpatatu/2nd-semester-project/,2,0,0,0,2,0,0,0,0
stefanprisca/PhysicsExperimentSimulator/,http://github.com/stefanprisca/PhysicsExperimentSimulator/,1,1,0,0,0,0,0,0,0
Stefanpu13/TelerikAcademyRepository/,http://github.com/Stefanpu13/TelerikAcademyRepository/,1,1,0,0,0,0,0,0,0
Stefanqn/Thesis/,http://github.com/Stefanqn/Thesis/,10,10,0,0,0,0,0,0,0
stefanzweifel/stefanzweifel.io/,http://github.com/stefanzweifel/stefanzweifel.io/,1,0,0,0,0,0,0,1,0
steffen2203/Rain/,http://github.com/steffen2203/Rain/,2,2,0,0,0,0,0,0,0
